"gene"	"ann"	"ara"	"max"	"tmax"	"tmin"	"pos"	"per"	"reanno"	"par"	"fix"
"rpoB"	"missense"	"m3"	0.272727272727	37000	37000	4161432	4	"rpoB"	9	3
"rpoB"	"missense"	"m3"	0.6	44500	18500	4163163	16	"rpoB"	9	3
"rpoB"	"missense"	"m3"	1	44000	22500	4163775	32	"rpoB"	9	3
"rpoB"	"missense"	"m3"	0.471428571429	50000	42000	4164379	7	"rpoB"	9	3
"rpoB"	"missense"	"m3"	0.452830188679	38500	13000	4164385	24	"rpoB"	9	3
"rpoC"	"missense"	"m3"	1	45000	29500	4165619	27	"rpoC"	7	3
"rpoC"	"missense"	"m3"	0.492063492063	47500	33000	4166423	12	"rpoC"	7	3
"rpoC"	"missense"	"m3"	0.140350877193	46000	45000	4169009	6	"rpoC"	7	3
"intergenic"	"intergenic"	"m3"	0.08	45500	19500	4169224	3	"IR3347"	3	0
"intergenic"	"intergenic"	"m3"	0.0746268656716	46000	2500	4170262	13	"IR3349"	3	0
"rsd"	"sv"	"m3"	0.333333333333	33500	14000	4176242	7	"rsd"	5	0
"rsd"	"sv"	"m3"	0.470588235294	33000	32500	4176301	4	"rsd"	5	0
"rsd"	"missense"	"m3"	0.0655737704918	48000	10500	4176390	10	"rsd"	5	0
"intergenic"	"intergenic"	"m3"	0.0526315789474	33500	33500	4179756	1	"IR3356"	11	4
"intergenic"	"intergenic"	"m3"	0.0545454545455	44000	12500	4179782	14	"IR3356"	11	4
"yjaH"	"missense"	"m3"	1	44000	23000	4180200	47	"yjaH"	5	2
"zraS"	"missense"	"m3"	0.105263157895	46000	12500	4182121	12	"zraS"	5	0
"purH"	"missense"	"m3"	0.254901960784	43500	42000	4185907	5	"purH"	3	1
"intergenic"	"intergenic"	"m3"	0.466666666667	46000	19500	4187293	11	"IR3361"	3	1
"intergenic"	"intergenic"	"m3"	0.0740740740741	24500	12000	4194687	3	"IR3367"	7	0
"aceB"	"sv"	"m3"	0.183333333333	36000	35500	4195001	4	"aceB"	4	1
"aceA"	"nonsense"	"m3"	1	37000	14500	4196682	34	"aceA"	4	1
"aceA"	"sv"	"m3"	0.294117647059	43500	36500	4196771	15	"aceA"	4	1
"aceA"	"missense"	"m3"	0.854545454545	44000	40500	4196795	16	"aceA"	4	1
"aceA"	"missense"	"m3"	0.108695652174	44500	23000	4196927	4	"aceA"	4	1
"arpA"	"missense"	"m3"	0.00909090909091	10500	10500	4200224	3	"ECB_03889"	3	0
"intergenic"	"intergenic"	"m3"	0.654545454545	6000	6000	4201790	7	"iclR"	12	11
"intergenic"	"intergenic"	"m3"	1	31000	11000	4201958	73	"iclR"	12	11
"intergenic"	"intergenic"	"m3"	0.43023255814	11500	6500	4202183	19	"iclR"	12	11
"yjbB"	"missense"	"m3"	0.414634146341	35000	35000	4207055	12	"yjbB"	6	2
"yjbB"	"missense"	"m3"	0.198113207547	39000	19000	4208213	13	"yjbB"	6	2
"pepE"	"missense"	"m3"	0.260869565217	49500	14500	4208604	8	"pepE"	2	0
"intergenic"	"intergenic"	"m3"	0.0588235294118	44500	12500	4210804	8	"IR3377"	3	0
"lysC"	"missense"	"m3"	0.473684210526	43000	41500	4211297	5	"lysC"	5	0
"intergenic"	"intergenic"	"m3"	1	46500	15500	4212514	12	"IR3379"	4	1
"pgi"	"promoter"	"m3"	1	44000	18000	4212600	32	"IR3379"	4	1
"pgi"	"missense"	"m3"	0.0181818181818	49000	49000	4212759	1	"pgi"	3	0
"yjbH"	"missense"	"m3"	1	46500	41000	4216922	17	"yjbH"	5	3
"yjbH"	"missense"	"m3"	0.0508474576271	50000	49000	4217052	2	"yjbH"	5	3
"xylE"	"missense"	"m3"	0.622950819672	47000	37000	4219917	9	"xylE"	5	0
"xylE"	"nonsense"	"m3"	0.0266666666667	41000	10500	4220608	5	"xylE"	5	0
"xylE"	"missense"	"m3"	0.333333333333	44000	42000	4220759	8	"xylE"	5	0
"malG"	"missense"	"m3"	1	46500	20000	4221712	17	"malG"	5	1
"malE"	"missense"	"m3"	0.0588235294118	39500	39000	4224999	7	"malE"	6	2
"intergenic"	"intergenic"	"m3"	0.0851063829787	39500	25500	4225597	4	"IR3388"	3	0
"lamB"	"missense"	"m3"	0.0111111111111	50000	50000	4227050	1	"lamB"	6	1
"lamB"	"missense"	"m3"	0.666666666667	50000	11000	4227623	15	"lamB"	6	1
"lamB"	"missense"	"m3"	0.0243902439024	41000	10500	4227794	2	"lamB"	6	1
"yjbI"	"missense"	"m3"	0.333333333333	46500	3500	4230685	6	"yjbI"	5	1
"ubiA"	"missense"	"m3"	0.0487804878049	48000	10500	4232107	2	"ubiA"	3	0
"plsB"	"missense"	"m3"	0.0263157894737	1000	1000	4234093	2	"plsB"	7	3
"plsB"	"missense"	"m3"	0.602739726027	47000	45000	4234101	9	"plsB"	7	3
"plsB"	"missense"	"m3"	1	46500	28000	4234851	16	"plsB"	7	3
"yjbJ"	"missense"	"m3"	0.027027027027	15500	15500	4238272	1	"yjbJ"	2	0
"qor"	"missense"	"m3"	0.025	3500	3500	4243120	1	"qor"	4	1
"qor"	"promoter"	"m3"	0.0175438596491	47000	47000	4243216	1	"IR3406"	2	0
"alr"	"missense"	"m3"	0.0571428571429	47500	38500	4245393	4	"alr"	5	1
"alr"	"missense"	"m3"	0.05	5500	2500	4245402	4	"alr"	5	1
"intergenic"	"intergenic"	"m3"	0.051724137931	42500	8500	4247998	5	"IR3410"	4	1
"intergenic"	"intergenic"	"m3"	1	46500	41500	4248049	17	"IR3410"	4	1
"yjbQ"	"promoter"	"m3"	0.3	46500	14000	4249094	6	"IR3411"	3	1
"uvrA"	"missense"	"m3"	1	46500	18500	4250292	16	"uvrA"	6	4
"uvrA"	"missense"	"m3"	0.0769230769231	49500	39500	4251450	6	"uvrA"	6	4
"ssb"	"missense"	"m3"	0.0175438596491	2500	2500	4253262	2	"ssb"	6	1
"actP"	"missense"	"m3"	0.0625	45500	44500	4262566	6	"actP"	9	4
"intergenic"	"intergenic"	"m3"	0.101449275362	39500	39000	4266498	5	"IR3424"	11	6
"nrfA"	"sv"	"m3"	0.333333333333	46500	45000	4268020	5	"nrfA"	4	1
"nrfE"	"missense"	"m3"	0.0877192982456	44500	5500	4270962	5	"nrfE"	6	1
"nrfE"	"frameshift"	"m3"	0.111111111111	50000	3500	4272032	21	"nrfE"	6	1
"intergenic"	"intergenic"	"m3"	0.0425531914894	46000	31500	4278367	2	"IR3430"	2	0
"yjcP"	"missense"	"m3"	0.0925925925926	48000	29500	4279155	8	"yjcP"	7	2
"yjcR"	"missense"	"m3"	0.214285714286	48000	47000	4282018	6	"yjcR"	4	1
"alsK"	"missense"	"m3"	1	42000	38000	4285933	19	"alsK"	5	1
"alsK"	"missense"	"m3"	1	46500	43500	4286515	14	"alsK"	5	1
"alsA"	"missense"	"m3"	0.285714285714	49500	13500	4288689	5	"alsA"	6	4
"alsA"	"sv"	"m3"	1	44000	34500	4289277	32	"alsA"	6	4
"lysU"	"sv"	"m3"	1	43000	500	4333228	60	"lysU"	9	2
"lysU"	"sv"	"m3"	0.112359550562	43500	9000	4333409	8	"lysU"	9	2
"intergenic"	"intergenic"	"m3"	0.473684210526	31000	27000	4333622	10	"IR3465"	2	0
"yjdL"	"missense"	"m3"	0.411764705882	43000	15000	4333850	9	"yjdL"	5	2
"cadA"	"missense"	"m3"	0.025974025974	39500	39500	4336284	1	"cadA"	6	2
"cadB"	"missense"	"m3"	0.0625	42500	41500	4337908	6	"cadB"	5	2
"cadB"	"missense"	"m3"	0.0133333333333	40500	13500	4338702	2	"cadB"	5	2
"cadC"	"frameshift"	"m3"	0.206896551724	41000	2000	4340161	33	"cadC"	7	3
"yjdC"	"missense"	"m3"	1	46500	10500	4342010	15	"yjdC"	5	2
"dcuA"	"missense"	"m3"	0.122222222222	47500	14500	4344264	8	"dcuA"	5	2
"intergenic"	"intergenic"	"m3"	0.0204081632653	40500	40500	4347263	1	"IR3475"	4	0
"fxsA"	"missense"	"m3"	1	45500	37500	4347725	26	"fxsA"	3	2
"yjeH"	"missense"	"m3"	0.16	48000	47500	4348211	6	"yjeH"	6	0
"yjeH"	"missense"	"m3"	0.0689655172414	44000	9500	4348868	3	"yjeH"	6	0
"yjeH"	"promoter"	"m3"	0.2	50000	50000	4349203	1	"IR3477"	3	2
"intergenic"	"intergenic"	"m3"	1	43000	1000	4349281	33	"IR3477"	3	2
"groEL"	"promoter"	"m3"	0.533333333333	43000	12000	4349707	7	"IR3478"	2	0
"ampC"	"missense"	"m3"	1	46500	38000	4356652	21	"ampC"	6	5
"ampC"	"nonsense"	"m3"	0.0540540540541	38000	5500	4357193	7	"ampC"	6	5
"ampC"	"frameshift"	"m3"	0.186666666667	41500	6500	4357591	14	"ampC"	6	5
"frdB"	"nonsense"	"m3"	0.104166666667	40000	39000	4358496	4	"frdB"	4	0
"intergenic"	"intergenic"	"m3"	0.0769230769231	500	500	4361244	2	"IR3490"	2	0
"intergenic"	"intergenic"	"m3"	0.15	43500	43000	4364173	5	"IR3492"	3	0
"yjeP"	"missense"	"m3"	0.0444444444444	34000	6000	4365116	3	"yjeP"	6	2
"yjeP"	"missense"	"m3"	0.107692307692	44500	8500	4365212	8	"yjeP"	6	2
"yjeP"	"missense"	"m3"	0.270833333333	50000	18500	4366784	4	"yjeP"	6	2
"psd"	"missense"	"m3"	0.25	45500	42500	4368281	6	"psd"	5	1
"intergenic"	"intergenic"	"m3"	0.151515151515	38500	35500	4370513	5	"ESCRE4356"	5	0
"yjeS"	"missense"	"m3"	0.0526315789474	47000	46000	4371274	5	"yjeS"	3	1
"yjeS"	"missense"	"m3"	0.5	43000	41500	4371795	10	"yjeS"	3	1
"yjeS"	"missense"	"m3"	0.142857142857	40500	40000	4371849	5	"yjeS"	3	1
"mutL"	"missense"	"m3"	1	46500	500	4377265	17	"mutL"	6	4
"hflX"	"missense"	"m3"	0.05	3000	3000	4379416	1	"hflX"	4	0
"hflX"	"missense"	"m3"	0.04	41000	8500	4379856	8	"hflX"	4	0
"hflX"	"missense"	"m3"	0.1	44000	16000	4379898	5	"hflX"	4	0
"hflK"	"missense"	"m3"	0.407407407407	37500	34000	4380236	4	"hflK"	6	4
"hflK"	"missense"	"m3"	0.175438596491	41000	27000	4380304	9	"hflK"	6	4
"hflK"	"missense"	"m3"	1	46500	30500	4380317	16	"hflK"	6	4
"yjeB"	"missense"	"m3"	1	45500	6500	4384556	21	"nsrR"	2	2
"rnr"	"missense"	"m3"	0.0714285714286	43500	43500	4385097	3	"rnr"	6	1
"yjfH"	"promoter"	"m3"	0.166666666667	44500	43500	4387335	7	"IR3510"	2	0
"yjfI"	"promoter"	"m3"	0.6	43000	3500	4388199	36	"IR3511"	5	2
"yjfC"	"missense"	"m3"	0.00813008130081	47500	47500	4391430	1	"yjfC"	5	3
"aidB"	"missense"	"m3"	0.05	3000	3000	4392560	4	"aidB"	7	2
"aidB"	"frameshift"	"m3"	0.984126984127	48000	39500	4392683	13	"aidB"	7	2
"aidB"	"missense"	"m3"	0.194444444444	50000	48500	4393114	4	"aidB"	7	2
"aidB"	"frameshift"	"m3"	0.125	36000	3500	4394043	26	"aidB"	7	2
"yjfO"	"missense"	"m3"	0.139240506329	44500	10500	4394861	4	"yjfO"	3	0
"yjfR"	"missense"	"m3"	0.0689655172414	7000	6500	4397191	4	"ulaG"	3	2
"sgaU"	"missense"	"m3"	0.0294117647059	11500	2000	4401377	8	"ulaE"	4	2
"sgaU"	"missense"	"m3"	0.214285714286	49500	19500	4401548	6	"ulaE"	4	2
"sgaU"	"missense"	"m3"	0.230769230769	42500	11500	4401656	7	"ulaE"	4	2
"sgaU"	"missense"	"m3"	0.44776119403	47500	40000	4401779	11	"ulaE"	4	2
"sgaE"	"missense"	"m3"	0.0298507462687	37500	37500	4402329	2	"ulaF"	3	1
"intergenic"	"intergenic"	"m3"	1	43000	36000	4406865	18	"ECB_04072"	6	3
"intergenic"	"intergenic"	"m3"	0.0487804878049	39500	39500	4410132	1	"ECB_04074"	6	2
"intergenic"	"intergenic"	"m3"	0.15873015873	43500	14500	4410415	10	"ECB_04074"	6	2
"intergenic"	"intergenic"	"m3"	0.0869565217391	27500	10500	4410534	3	"ECB_04074"	6	2
"intergenic"	"intergenic"	"m3"	0.0869565217391	24500	24500	4410884	2	"ECB_04075"	5	1
"intergenic"	"intergenic"	"m3"	0.0833333333333	500	500	4411064	3	"ECB_04075"	5	1
"intergenic"	"intergenic"	"m3"	0.025974025974	19500	19500	4412245	2	"IR3537"	3	1
"intergenic"	"intergenic"	"m3"	0.025974025974	49000	47500	4412557	2	"IR3537"	3	1
"fklB"	"missense"	"m3"	0.0454545454545	44000	44000	4414049	1	"fklB"	5	0
"intergenic"	"intergenic"	"m3"	0.295454545455	36000	21500	4414736	33	"IR3539"	3	1
"cycA"	"sv"	"m3"	1	31000	1500	4415710	89	"cycA"	9	3
"cycA"	"frameshift"	"m3"	0.0701754385965	44000	33000	4415712	12	"cycA"	9	3
"ytfF"	"missense"	"m3"	0.0135135135135	49000	49000	4417250	1	"ytfF"	3	1
"ytfG"	"missense"	"m3"	0.5	46500	46500	4418192	6	"ytfG"	4	1
"ytfG"	"missense"	"m3"	0.1	49000	19000	4418618	10	"ytfG"	4	1
"cpdB"	"frameshift"	"m3"	0.0285714285714	7000	7000	4421052	5	"cpdB"	5	3
"cysQ"	"missense"	"m3"	0.111111111111	50000	48500	4421816	4	"cysQ"	7	1
"cysQ"	"missense"	"m3"	0.0842105263158	50000	3500	4422137	4	"cysQ"	7	1
"ytfK"	"promoter"	"m3"	0.388888888889	43000	40500	4423346	5	"IR3546"	3	0
"ytfM"	"missense"	"m3"	0.0606060606061	28000	17500	4427144	4	"ytfM"	6	3
"ytfM"	"frameshift"	"m3"	0.0588235294118	26500	20000	4427548	8	"ytfM"	6	3
"ytfN"	"missense"	"m3"	0.538461538462	50000	17500	4429654	5	"ytfN"	6	4
"ytfN"	"frameshift"	"m3"	1	7500	500	4431393	100	"ytfN"	6	4
"intergenic"	"intergenic"	"m3"	0.342857142857	41500	1000	4432046	39	"IR3551"	5	0
"ytfQ"	"missense"	"m3"	1	34000	21000	4433347	59	"ytfQ"	5	3
"ytfT"	"sv"	"m3"	0.330434782609	43500	3000	4435950	27	"ytfT"	5	2
"intergenic"	"intergenic"	"m3"	0.0161290322581	38500	38500	4437852	1	"IR3555"	2	0
"fbp"	"missense"	"m3"	0.416666666667	49500	1000	4438601	8	"fbp"	3	0
"mpl"	"missense"	"m3"	1	46500	8500	4439519	13	"mpl"	5	1
"mpl"	"missense"	"m3"	0.875	40000	4000	4439527	21	"mpl"	5	1
"mpl"	"missense"	"m3"	0.117647058824	42000	41000	4439719	3	"mpl"	5	1
"pmbA"	"missense"	"m3"	0.525	48000	9500	4441510	12	"pmbA"	6	1
"intergenic"	"intergenic"	"m3"	0.625	31000	30000	4443436	6	"nrdG"	3	1
"nrdD"	"missense"	"m3"	0.0217391304348	11500	11500	4444347	2	"nrdD"	6	1
"nrdD"	"missense"	"m3"	0.368421052632	49500	3500	4445207	8	"nrdD"	6	1
"nrdD"	"missense"	"m3"	0.0434782608696	50000	48500	4445304	3	"nrdD"	6	1
"treC"	"sv"	"m3"	1	46500	42500	4446814	15	"treC"	7	3
"treC"	"missense"	"m3"	0.392857142857	47500	46000	4447230	8	"treC"	7	3
"treC"	"sv"	"m3"	0.118644067797	50000	21000	4447669	2	"treC"	7	3
"treC"	"nonsense"	"m3"	0.642857142857	50000	20500	4447964	11	"treC"	7	3
"treB"	"missense"	"m3"	0.128571428571	44500	42000	4448086	5	"treB"	7	0
"treB"	"missense"	"m3"	0.0425531914894	29000	29000	4448797	2	"treB"	7	0
"mgtA"	"missense"	"m3"	0.025	23000	3500	4452843	3	"mgtA"	6	2
"pyrB"	"missense"	"m3"	0.181818181818	15500	500	4455530	75	"pyrB"	7	1
"yjgJ"	"missense"	"m3"	0.0357142857143	32500	10500	4457906	6	"yjgJ"	4	1
"intergenic"	"intergenic"	"m3"	0.377049180328	44500	11500	4458603	7	"IR3575"	2	0
"yjgM"	"missense"	"m3"	0.088	39000	25500	4462470	4	"yjgM"	2	0
"yjgN"	"sv"	"m3"	0.186813186813	28500	27000	4462819	5	"yjgN"	7	3
"yjgN"	"frameshift"	"m3"	0.0666666666667	500	500	4462982	24	"yjgN"	7	3
"valS"	"missense"	"m3"	0.0769230769231	5500	5500	4464181	7	"valS"	7	2
"valS"	"missense"	"m3"	0.0168067226891	23500	23500	4464689	1	"valS"	7	2
"intergenic"	"intergenic"	"m3"	0.0588235294118	14000	5500	4467635	6	"IR3581"	4	0
"yjgP"	"missense"	"m3"	0.15	44000	43500	4470492	4	"yjgP"	5	0
"yjgQ"	"missense"	"m3"	0.0238095238095	3500	3500	4470893	1	"yjgQ"	4	0
"yjgR"	"sv"	"m3"	0.384615384615	44000	38000	4471799	21	"yjgR"	6	4
"yjgR"	"frameshift"	"m3"	0.62	40000	18500	4471799	27	"yjgR"	6	4
"yjgR"	"missense"	"m3"	1	42000	17500	4472216	32	"yjgR"	6	4
"yjgR"	"missense"	"m3"	0.153846153846	48500	9500	4472327	8	"yjgR"	6	4
"idnT"	"promoter"	"m3"	1	46500	2000	4475804	35	"IR3586"	5	1
"idnT"	"sv"	"m3"	0.423728813559	48000	35000	4475804	26	"IR3586"	5	1
"idnD"	"missense"	"m3"	0.00680272108844	35500	35500	4477423	1	"idnD"	4	1
"intergenic"	"intergenic"	"m3"	0.222222222222	43500	9000	4479747	12	"IR3591"	4	0
"intB"	"missense"	"m3"	0.0333333333333	13000	13000	4480060	3	"intB"	6	0
"intergenic"	"intergenic"	"m3"	0.0963855421687	49000	45000	4481276	6	"IR3592"	4	2
"yjgW"	"missense"	"m3"	0.0892857142857	40000	4000	4481788	13	"yjgW"	3	1
"intergenic"	"intergenic"	"m3"	0.25	44000	11500	4482799	15	"IR3594"	3	0
"intergenic"	"intergenic"	"m3"	0.19298245614	36500	35500	4485518	16	"IR3598"	4	0
"intergenic"	"intergenic"	"m3"	0.0533333333333	39500	13000	4485740	5	"IR3598"	4	0
"yjhB"	"frameshift"	"m3"	0.0363636363636	42500	2500	4486152	6	"yjhB"	4	2
"yjhB"	"missense"	"m3"	1	46500	22500	4486277	13	"yjhB"	4	2
"yjhC"	"frameshift"	"m3"	0.220779220779	48000	25500	4488077	22	"yjhC"	4	0
"intergenic"	"intergenic"	"m3"	1	44000	18000	4491013	32	"ECB_04148"	6	4
"intergenic"	"intergenic"	"m3"	0.193548387097	49500	27500	4491381	7	"ECB_04148"	6	4
"intergenic"	"intergenic"	"m3"	0.0792079207921	48500	21500	4491702	12	"ECB_04148"	6	4
"intergenic"	"intergenic"	"m3"	0.202380952381	50000	48500	4492227	4	"ECB_04148"	6	4
"intergenic"	"intergenic"	"m3"	0.0571428571429	5000	4500	4492320	3	"ECB_04148"	6	4
"fecE"	"missense"	"m3"	0.0555555555556	42000	41500	4494369	2	"insO"	3	0
"intergenic"	"intergenic"	"m3"	0.129032258065	50000	49500	4495389	2	"IR3609"	2	0
"fecB"	"missense"	"m3"	1	47000	4000	4498856	18	"fecB"	3	2
"fecA"	"missense"	"m3"	0.111111111111	30000	21000	4500601	7	"fecA"	6	2
"fecI"	"missense"	"m3"	0.0357142857143	8000	8000	4503255	3	"fecI"	4	0
"fecI"	"promoter"	"m3"	0.015625	41000	41000	4503328	2	"IR3612"	3	0
"intergenic"	"intergenic"	"m3"	0.115384615385	5000	3000	4504881	26	"IR3615"	6	2
"sgcA"	"sv"	"m3"	0.65306122449	44500	5000	4507928	25	"sgcA"	4	1
"sgcA"	"frameshift"	"m3"	0.0674157303371	44500	43500	4507929	5	"sgcA"	4	1
"intergenic"	"intergenic"	"m3"	0.0113636363636	9500	9500	4512005	1	"IR3622"	5	2
"yjhQ"	"frameshift"	"m3"	0.0833333333333	27500	500	4513571	14	"yjhQ"	5	2
"yjhQ"	"missense"	"m3"	0.0555555555556	15500	13500	4513814	2	"yjhQ"	5	2
"intergenic"	"intergenic"	"m3"	0.0138888888889	43500	43500	4516157	2	"yjhR#2"	4	0
"yjhA"	"nonsense"	"m3"	0.0769230769231	49500	10500	4519492	7	"yjhA"	5	1
"intergenic"	"intergenic"	"m3"	0.0615384615385	48500	46000	4520844	4	"IR3631"	6	0
"fimA"	"sv"	"m3"	1	19000	2000	4524522	71	"fimA"	10	4
"intergenic"	"sv"	"m3"	1	1000	500	4530767	10	"IR3641"	2	1
"kptA"	"nonsense"	"m3"	0.0588235294118	26000	3500	4542338	7	"kptA"	2	0
"hsdM"	"sv"	"m3"	0.159292035398	21000	19500	4560889	8	"hsdM"	8	5
"hsdR"	"sv"	"m3"	1	30000	25000	4561283	51	"hsdR"	10	6
"hsdR"	"missense"	"m3"	0.0181818181818	12500	12500	4562319	2	"hsdR"	10	6
"hsdR"	"missense"	"m3"	0.279569892473	43500	41500	4562354	7	"hsdR"	10	6
"hsdR"	"missense"	"m3"	0.114285714286	39500	39000	4562605	4	"hsdR"	10	6
"mrr"	"missense"	"m3"	0.0263157894737	47500	47500	4565318	2	"mrr"	5	2
"mrr"	"missense"	"m3"	0.0322580645161	6500	6500	4565689	1	"mrr"	5	2
"mrr"	"sv"	"m3"	1	45500	9500	4565814	38	"mrr"	5	2
"yjiY"	"frameshift"	"m3"	0.162601626016	35500	35500	4569160	6	"yjiY"	4	0
"hpaX"	"missense"	"m3"	1	47000	40500	4574032	14	"ECB_04224"	7	2
"hpaG"	"missense"	"m3"	1	42000	9500	4579259	24	"hpaG"	6	2
"yjiZ"	"missense"	"m3"	1	50000	35500	4583729	22	"yjiZ"	5	2
"yjjM"	"missense"	"m3"	0.4	42500	41000	4584762	6	"yjjM#1"	5	1
"mdoB"	"sv"	"m3"	0.371428571429	43500	43500	4587607	3	"mdoB"	7	1
"mdoB"	"sv"	"m3"	1	43000	5000	4588156	46	"mdoB"	7	1
"mdoB"	"missense"	"m3"	1	44000	24500	4588672	33	"mdoB"	7	1
"intergenic"	"intergenic"	"m3"	0.0185185185185	11000	11000	4592324	1	"IR3687"	5	1
"yjjQ"	"missense"	"m3"	1	43000	36000	4593186	27	"yjjQ"	5	2
"yjjQ"	"missense"	"m3"	0.0857142857143	35500	2000	4593219	6	"yjjQ"	5	2
"intergenic"	"intergenic"	"m3"	0.333333333333	46500	3500	4595320	42	"leuV"	6	0
"intergenic"	"intergenic"	"m3"	0.0285714285714	38000	25500	4595329	8	"leuV"	6	0
"intergenic"	"intergenic"	"m3"	0.454545454545	46500	500	4595441	38	"leuP"	4	2
"intergenic"	"sv"	"m3"	0.328244274809	45000	36500	4595441	19	"leuP"	4	2
"intergenic"	"intergenic"	"m3"	0.409090909091	43000	1000	4595556	42	"leuQ"	5	1
"rsmC"	"missense"	"m3"	0.111111111111	15000	10500	4596580	6	"rsmC"	4	0
"rimI"	"frameshift"	"m3"	0.441176470588	13000	11000	4597660	12	"rimI"	4	1
"prfC"	"promoter"	"m3"	0.0697674418605	46000	34500	4598563	10	"IR3697"	2	0
"osmY"	"promoter"	"m3"	0.015625	22000	22000	4600558	1	"IR3698"	4	0
"ytjA"	"missense"	"m3"	0.279411764706	37500	36000	4601437	4	"ytjA"	2	0
"yjjV"	"missense"	"m3"	0.102564102564	44000	9500	4603159	7	"yjjV"	4	1
"yjjV"	"missense"	"m3"	1	43000	14500	4603391	28	"yjjV"	4	1
"intergenic"	"intergenic"	"m3"	1	46500	23500	4603678	16	"IR3701"	3	1
"intergenic"	"intergenic"	"m3"	1	46500	23500	4603681	16	"IR3701"	3	1
"intergenic"	"intergenic"	"m3"	0.2	44500	12500	4603757	6	"IR3701"	3	1
"intergenic"	"intergenic"	"m3"	0.2	44500	12500	4603758	7	"IR3701"	3	1
"yjjW"	"missense"	"m3"	0.129032258065	49000	500	4604458	10	"yjjW"	6	2
"deoA"	"missense"	"m3"	0.0769230769231	44000	23500	4608405	4	"deoA"	5	1
"deoB"	"missense"	"m3"	0.125	7500	7500	4609492	6	"deoB"	3	0
"intergenic"	"intergenic"	"m3"	0.0357142857143	2000	2000	4611468	3	"lplA"	6	3
"intergenic"	"intergenic"	"m3"	0.12	42500	36000	4611489	6	"lplA"	6	3
"intergenic"	"intergenic"	"m3"	0.0243902439024	25500	25500	4611704	1	"lplA"	6	3
"intergenic"	"intergenic"	"m3"	0.0408163265306	11000	11000	4611862	6	"lplA"	6	3
"serB"	"missense"	"m3"	1	46500	41500	4613668	15	"serB"	4	2
"nadR"	"frameshift"	"m3"	0.222222222222	8500	7500	4615821	4	"nadR"	12	11
"nadR"	"sv"	"m3"	0.20652173913	2500	2000	4616036	7	"nadR"	12	11
"nadR"	"sv"	"m3"	0.115384615385	7500	7000	4616286	5	"nadR"	12	11
"nadR"	"missense"	"m3"	0.392857142857	7500	5000	4616409	9	"nadR"	12	11
"nadR"	"missense"	"m3"	0.101449275362	11000	5000	4616430	5	"nadR"	12	11
"nadR"	"missense"	"m3"	1	17000	9500	4616538	82	"nadR"	12	11
"yjjK"	"missense"	"m3"	0.030303030303	37500	37500	4618518	1	"yjjK"	5	0
"slt"	"missense"	"m3"	0.0344827586207	46000	46000	4619019	1	"slt"	5	3
"yjjX"	"missense"	"m3"	0.158415841584	39000	28500	4621784	15	"yjjX"	3	0
"creB"	"missense"	"m3"	0.0606060606061	12000	11500	4624515	5	"creB"	5	1
"intergenic"	"intergenic"	"m3"	0.153846153846	37000	36000	4628770	4	"IR3723"	5	0
"lasT"	"missense"	"m3"	1	44000	37000	4629225	27	"yjtD"	5	2
"thrL"	"missense"	"m4"	0.05	29000	17000	197	3	"thrL"	3	0
"thrA"	"missense"	"m4"	0.173076923077	14000	13000	1162	5	"thrA"	11	9
"thrA"	"missense"	"m4"	0.260869565217	15500	13500	1302	7	"thrA"	11	9
"thrA"	"missense"	"m4"	1	19500	14500	1945	72	"thrA"	11	9
"thrA"	"missense"	"m4"	0.0833333333333	17000	2000	2785	9	"thrA"	11	9
"yaaX"	"missense"	"m4"	0.214285714286	27500	2000	5437	10	"yaaX"	3	0
"yaaJ"	"missense"	"m4"	0.2	9500	8000	6570	12	"yaaJ"	6	1
"yaaJ"	"missense"	"m4"	0.0212765957447	31000	11000	7257	2	"yaaJ"	6	1
"yaaJ"	"missense"	"m4"	0.0909090909091	36000	15000	7888	6	"yaaJ"	6	1
"talB"	"missense"	"m4"	0.0165289256198	8500	8500	8450	3	"talB"	4	1
"mogA"	"missense"	"m4"	0.309090909091	14000	5000	9635	4	"mogA"	3	0
"intergenic"	"intergenic"	"m4"	0.212389380531	50000	10000	9897	19	"IR9"	4	1
"intergenic"	"intergenic"	"m4"	0.0854700854701	50000	17500	10628	3	"IR10"	6	2
"intergenic"	"intergenic"	"m4"	0.333333333333	12000	12000	10635	2	"IR10"	6	2
"dnaK"	"promoter"	"m4"	0.166666666667	45500	7000	12066	13	"IR12"	5	1
"nhaA"	"promoter"	"m4"	0.0357142857143	29500	16000	17388	2	"IR16"	11	8
"nhaA"	"missense"	"m4"	0.00709219858156	16500	16500	17863	1	"nhaA"	5	3
"nhaA"	"frameshift"	"m4"	0.0222222222222	31000	10500	18173	4	"nhaA"	5	3
"nhaA"	"missense"	"m4"	0.191780821918	50000	21000	18647	5	"nhaA"	5	3
"nhaR"	"promoter"	"m4"	1	34000	12000	18666	47	"IR17"	3	1
"nhaR"	"missense"	"m4"	0.0106382978723	15000	15000	19002	2	"nhaR"	3	1
"intergenic"	"intergenic"	"m4"	0.658536585366	45000	34500	21158	32	"ECB_00021"	6	1
"intergenic"	"intergenic"	"m4"	0.692307692308	42500	10500	21921	14	"IR20"	4	1
"intergenic"	"intergenic"	"m4"	0.604651162791	50000	2500	22900	24	"ECB_00022"	5	1
